PTR,abundance,Abundance Level,Cohort,Treatment,TreatmentType,species,Antibiotics_group,Gentamicin,Ampicillin,Meropenem,Vancomycin,Ticarcillin-Clavulanate,r_Gentamicin,r_Ampicillin,r_Meropenem,r_Vancomycin,r_Ticarcillin-Clavulanate
1.740593123,0.017769428,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.454096241,0.04188805,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.550755422,0.148986645,high,Antibiotic,Before,Vanc+Cefotaxime-Before,Escherichia coli,,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
1.5575209209999998,0.081993663,high,Antibiotic,After,TC-After,Escherichia coli,Ticarcillin-Clavulanate,14.0,6.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0
1.635229784,0.18415864,high,Antibiotic,Before,,Escherichia coli,Other,9.0,13.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2.017959663,0.169854048,high,Antibiotic,Before,Amp-Before,Escherichia coli,Ampicillin/Meropenem,6.0,2.97,0.0,6.0,0.0,0.0,0.97,0.0,0.0,0.0
1.807306922,0.037408572,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.807306922,0.037408572,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.526601389,0.103652581,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,29.0,6.0,2.0,23.0,0.0,12.0,0.0,0.0,12.0,0.0
1.982074389,0.012724222,medium,Antibiotic,After,TC+Vanc+Gent-After,Escherichia coli,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
1.985503692,0.241516354,high,Antibiotic,Before,,Escherichia coli,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.513558648,0.21888748100000002,high,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3189280620000001,0.044713231,high,Antibiotic,Before,Vanc+Gent-Before,Escherichia coli,,7.21,6.0,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.0
1.801693699,0.24590475,high,Antibiotic,Before,,Escherichia coli,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3478275309999999,0.025402855,medium,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7756965040000001,0.025363635,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5368337630000002,0.11688585900000001,high,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.990941029,0.105716084,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.990941029,0.105716084,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.469496524,0.017095394,medium,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.613071979,0.03279562,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.526778885,0.078781997,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,29.0,6.0,2.0,23.0,0.0,12.0,0.0,0.0,12.0,0.0
1.6041453719999998,0.044926409,high,Antibiotic,Before,Vanc+Gent-Before,Escherichia coli,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7701035630000002,0.042015959000000005,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,2.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0
1.613719809,0.017172792,medium,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.49430715,0.106865919,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,29.0,6.0,2.0,23.0,0.0,12.0,0.0,0.0,12.0,0.0
1.574060391,0.147333566,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.549437629,0.165871991,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.598377524,0.17523731,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.858343431,0.16263464800000002,high,Antibiotic,Before,,Escherichia coli,Other,11.0,7.0,17.0,23.89,0.0,0.0,0.0,0.0,0.89,0.0
1.804184995,0.118624719,high,Antibiotic,Before,Mero-Before,Escherichia coli,Ampicillin/Meropenem,11.0,7.0,0.0,5.86,0.0,5.0,0.0,0.0,5.86,0.0
1.725257856,0.063748678,high,Antibiotic,Before,TC-Before,Escherichia coli,Ticarcillin-Clavulanate,14.0,6.0,0.0,7.0,0.04,3.0,0.0,0.0,3.0,0.04
1.9344541030000002,0.091859317,high,Antibiotic,Before,,Escherichia coli,Other,11.0,7.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4247692019999998,0.090749306,high,Antibiotic,Before,TC-Before,Escherichia coli,Ticarcillin-Clavulanate,13.25,6.0,0.0,6.25,0.0,2.25,0.0,0.0,2.25,0.0
1.462959058,0.26235204100000004,high,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.299925991,0.047510107,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,9.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.4497830680000001,0.201286805,high,Antibiotic,After,Amp-After,Escherichia coli,Ampicillin/Meropenem,6.0,9.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
1.431365028,0.11412506,high,Antibiotic,Before,Vanc+Gent-Before,Escherichia coli,,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.500208985,0.215476425,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5569659669999998,0.40096972700000005,high,Control,Before,,Escherichia coli,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.605809842,0.171469841,high,Antibiotic,Before,,Escherichia coli,Other,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
1.498410735,0.44068662,high,Control,Before,,Escherichia coli,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.200431715,0.18474006699999998,high,Antibiotic,Before,Vanc+Gent-Before,Escherichia coli,,7.0,6.0,0.0,5.0,2.0,3.0,0.0,0.0,5.0,2.0
1.505074365,0.216201449,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.47807069,0.082010082,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,29.0,6.0,2.0,23.0,0.0,12.0,0.0,0.0,12.0,0.0
1.566964386,0.22509324,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.500051924,0.234568738,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.472031144,0.451332622,high,Control,Before,,Escherichia coli,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.458193285,0.209726855,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.508357844,0.24244766199999998,high,Antibiotic,Before,,Escherichia coli,Other,18.0,2.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1.508706018,0.350101351,high,Control,Before,,Escherichia coli,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.54634092,0.19184729600000003,high,Antibiotic,After,Vanc+Gent-After,Escherichia coli,,10.0,6.0,0.0,8.0,2.0,3.0,0.0,0.0,8.0,0.0
1.4718153280000001,0.21385132399999998,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.498968585,0.194257263,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.563425279,0.213812382,high,Antibiotic,Before,,Escherichia coli,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5210349669999998,0.25231000800000003,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.470883736,0.22175824600000002,high,Antibiotic,Before,Vanc+Cefot-Before,Escherichia coli,,6.0,7.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0
1.535614576,0.17245090600000001,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.541938814,0.173200375,high,Control,Before,,Escherichia coli,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.550377479,0.19150157899999998,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.524137394,0.13539422199999998,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.478550141,0.221297515,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.536957673,0.439999894,high,Control,Before,,Escherichia coli,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4487206590000001,0.124338945,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.335817344,0.088513862,high,Antibiotic,After,TC+Gent-After,Escherichia coli,Ticarcillin-Clavulanate,21.83,1.0,0.0,23.83,13.83,9.83,0.0,0.0,9.83,9.83
1.395199824,0.155084168,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4593759030000002,0.091877906,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.512719486,0.207144816,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.68854711,0.098895411,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7866535909999999,0.377392327,high,Antibiotic,Before,Cefot-Before,Escherichia coli,,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.44772133,0.259732666,high,Control,Before,,Escherichia coli,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3886161869999998,0.27914144399999996,high,Control,Before,,Escherichia coli,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6028371419999998,0.033669853,medium,Antibiotic,Before,,Staphylococcus aureus,Other,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.656611087,0.14026791800000002,high,Control,Before,,Staphylococcus aureus,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.482991259,0.021850122000000003,medium,Antibiotic,Before,,Staphylococcus aureus,Other,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.684857544,0.035638726,medium,Control,Before,,Staphylococcus aureus,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6182081990000001,0.038194888999999996,high,Control,Before,,Staphylococcus aureus,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4433393780000001,0.005419994,medium,Antibiotic,After,TC+Vanc+Gent-After,Staphylococcus aureus,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,9.0,0.0,0.0,12.0,0.0
1.57723744,0.02278784,medium,Control,Before,,Staphylococcus aureus,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.674932555,0.033679794,medium,Control,Before,,Staphylococcus aureus,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3995070619999999,0.061428828,high,Antibiotic,Before,,Staphylococcus aureus,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.56935034,0.038718049,high,Antibiotic,Before,Vanc+Cefot-Before,Staphylococcus aureus,,6.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5157373980000002,0.10442792199999999,high,Antibiotic,Before,,Staphylococcus aureus,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5426508999999997,0.017283055,medium,Antibiotic,Before,,Staphylococcus aureus,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8511233919999999,0.37388289399999997,high,Antibiotic,Before,,Staphylococcus aureus,Other,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4652172819999998,0.010117534000000001,medium,Antibiotic,Before,,Klebsiella aerogenes,Other,10.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0
1.6791507140000002,0.00038131,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.439677541,0.001193029,medium,Antibiotic,Before,,Klebsiella aerogenes,Other,9.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.9629464369999998,0.000490044,low,Control,Before,,Klebsiella aerogenes,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6500885019999998,0.000382745,low,Control,Before,,Klebsiella aerogenes,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6780956580000002,0.000522509,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9075485090000002,0.001745078,medium,Control,Before,,Klebsiella aerogenes,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.364745585,0.003380707,medium,Antibiotic,After,Vanc+Gent-After,Klebsiella aerogenes,,5.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0
1.3889491230000002,0.007786398000000001,medium,Antibiotic,After,TC+Vanc+Gent-After,Klebsiella aerogenes,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,9.0,0.0,0.0,12.0,0.0
1.840965441,0.00077781,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.466573745,0.003565018,medium,Antibiotic,After,TC+Vanc+Gent-After,Klebsiella aerogenes,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,9.0,0.0,0.0,12.0,0.0
1.9468207219999998,0.00042251,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9765783590000001,0.000636784,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9144626359999999,0.00042483699999999996,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.774571665,0.000490944,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.867459957,0.00040579699999999995,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6682077430000002,0.0006736689999999999,low,Control,Before,,Klebsiella aerogenes,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
